12-04-2018,2517
11-04-2018,2477
10-04-2018,2440
09-04-2018,2436
08-04-2018,2436
07-04-2018,2436
06-04-2018,2442
05-04-2018,2445
04-04-2018,2449
03-04-2018,2449
02-04-2018,2449
01-04-2018,2449
31-03-2018,2449
30-03-2018,2449
29-03-2018,2452
28-03-2018,2452
27-03-2018,2451
26-03-2018,2445
25-03-2018,2445
24-03-2018,2445
23-03-2018,2438
22-03-2018,2452
21-03-2018,2386
20-03-2018,2364
19-03-2018,2347
18-03-2018,2347
17-03-2018,2347
16-03-2018,2324
15-03-2018,2314
14-03-2018,2314
13-03-2018,2316
12-03-2018,2330
11-03-2018,2330
10-03-2018,2330
09-03-2018,2305
08-03-2018,2309
07-03-2018,2314
06-03-2018,2325
05-03-2018,2338
04-03-2018,2338
03-03-2018,2338
02-03-2018,2350
01-03-2018,2362
28-02-2018,2373
27-02-2018,2378
26-02-2018,2363
25-02-2018,2363
24-02-2018,2363
23-02-2018,2353
22-02-2018,2309
21-02-2018,2300
20-02-2018,2300
19-02-2018,2263
18-02-2018,2263
17-02-2018,2263
16-02-2018,2253
15-02-2018,2270
14-02-2018,2286
13-02-2018,2310
12-02-2018,2332
11-02-2018,2332
10-02-2018,2332
09-02-2018,2352
08-02-2018,2370
07-02-2018,2384
06-02-2018,2393
05-02-2018,2399
04-02-2018,2399
03-02-2018,2399
02-02-2018,2410
01-02-2018,2416
31-01-2018,2427
30-01-2018,2438
29-01-2018,2444
28-01-2018,2444
27-01-2018,2444
26-01-2018,2446
25-01-2018,2449
24-01-2018,2454
23-01-2018,2442
22-01-2018,2439
21-01-2018,2439
20-01-2018,2439
19-01-2018,2446
18-01-2018,2460
17-01-2018,2471
16-01-2018,2476
15-01-2018,2485
14-01-2018,2485
13-01-2018,2485
12-01-2018,2506
11-01-2018,2495
10-01-2018,2476
09-01-2018,2454
08-01-2018,2455
07-01-2018,2455
06-01-2018,2455
05-01-2018,2459
04-01-2018,2461
03-01-2018,2450
02-01-2018,2456
01-01-2018,2456
